destination,month,avg_temp_c,avg_rainfall_mm,is_monsoon,activity_type,fit_label
Mysuru,June,25.6,170.8,True,indoor,92
Mysuru,July,26.9,250.8,True,outdoor,73
Mysuru,July,26.9,250.8,True,indoor,91
Mysuru,August,26.4,220.8,True,outdoor,75
Mysuru,August,26.4,220.8,True,indoor,92
Mysuru,September,26.6,180.8,True,outdoor,78
Mysuru,September,26.6,180.8,True,indoor,92
Mysuru,October,26.4,90.8,False,outdoor,94
Mysuru,October,26.4,90.8,False,indoor,94
Mysuru,November,23.9,30.8,False,outdoor,98
Mysuru,November,23.9,30.8,False,indoor,95
Mysuru,December,25.4,15.8,False,outdoor,99
Mysuru,December,25.4,15.8,False,indoor,95
Ooty,January,14.8,68.6,False,outdoor,85
Ooty,January,14.8,68.6,False,indoor,94
Ooty,February,16.8,73.6,False,outdoor,91
Ooty,February,16.8,73.6,False,indoor,94
Ooty,March,16.5,88.6,False,outdoor,89
Ooty,March,16.5,88.6,False,indoor,94
Ooty,April,20.0,58.6,False,outdoor,96
Ooty,April,20.0,58.6,False,indoor,94
Ooty,May,18.2,63.6,False,outdoor,96
Ooty,May,18.2,63.6,False,indoor,94
Ooty,June,14.7,143.6,False,outdoor,80
Ooty,June,14.7,143.6,False,indoor,93
Ooty,July,16.5,343.6,True,outdoor,62
Ooty,July,16.5,343.6,True,indoor,90
Ooty,August,16.0,313.6,True,outdoor,63
Ooty,August,16.0,313.6,True,indoor,90
Ooty,September,16.2,133.6,False,outdoor,85
Ooty,September,16.2,133.6,False,indoor,93
Ooty,October,16.0,33.6,False,outdoor,91
Ooty,October,16.0,33.6,False,indoor,94
Ooty,November,13.5,18.6,False,outdoor,84
Ooty,November,13.5,18.6,False,indoor,95
Ooty,December,15.3,43.6,False,outdoor,88
Ooty,December,15.3,43.6,False,indoor,94
Chettinad,January,30.7,19.4,False,outdoor,89
Chettinad,January,30.7,19.4,False,indoor,95
Chettinad,February,32.7,18.4,False,outdoor,82
Chettinad,February,32.7,18.4,False,indoor,95
Chettinad,March,31.8,22.4,False,outdoor,85
Chettinad,March,31.8,22.4,False,indoor,95
Chettinad,April,35.3,34.4,False,outdoor,71
Chettinad,April,35.3,34.4,False,indoor,93
Chettinad,May,32.8,54.4,False,outdoor,79
Chettinad,May,32.8,54.4,False,indoor,94
Chettinad,June,29.3,174.4,True,outdoor,74
Chettinad,June,29.3,174.4,True,indoor,92
Chettinad,July,31.8,254.4,True,outdoor,59
Chettinad,July,31.8,254.4,True,indoor,91
Chettinad,August,31.3,224.4,True,outdoor,63
Chettinad,August,31.3,224.4,True,indoor,92
Chettinad,September,31.5,184.4,True,outdoor,65
Chettinad,September,31.5,184.4,True,indoor,92
Chettinad,October,31.3,94.4,False,outdoor,82
Chettinad,October,31.3,94.4,False,indoor,94
Chettinad,November,28.8,34.4,False,outdoor,95
Chettinad,November,28.8,34.4,False,indoor,94
Chettinad,December,31.2,19.4,False,outdoor,87
Chettinad,December,31.2,19.4,False,indoor,95
Madurai,January,30.2,15.8,False,outdoor,91
Madurai,January,30.2,15.8,False,indoor,95
Madurai,February,32.2,14.8,False,outdoor,84
Madurai,February,32.2,14.8,False,indoor,95
Madurai,March,31.1,18.8,False,outdoor,88
Madurai,March,31.1,18.8,False,indoor,95
Madurai,April,34.6,30.8,False,outdoor,74
Madurai,April,34.6,30.8,False,indoor,94
Madurai,May,32.1,50.8,False,outdoor,82
Madurai,May,32.1,50.8,False,indoor,94
Madurai,June,28.6,170.8,True,outdoor,76
Madurai,June,28.6,170.8,True,indoor,92
Madurai,July,31.1,250.8,True,outdoor,62
Madurai,July,31.1,250.8,True,indoor,91
Madurai,August,30.6,220.8,True,outdoor,66
Madurai,August,30.6,220.8,True,indoor,92
Madurai,September,30.8,180.8,True,outdoor,68
Madurai,September,30.8,180.8,True,indoor,92
Madurai,October,30.6,90.8,False,outdoor,85
Madurai,October,30.6,90.8,False,indoor,94
Madurai,November,28.1,30.8,False,outdoor,98
Madurai,November,28.1,30.8,False,indoor,95
Madurai,December,30.7,15.8,False,outdoor,89
Madurai,December,30.7,15.8,False,indoor,95
Kanyakumari,January,32.0,21.8,False,outdoor,84
Kanyakumari,January,32.0,21.8,False,indoor,95
Kanyakumari,February,34.0,20.8,False,outdoor,77
Kanyakumari,February,34.0,20.8,False,indoor,95
Kanyakumari,March,32.1,22.8,False,outdoor,84
Kanyakumari,March,32.1,22.8,False,indoor,95
Kanyakumari,April,35.6,34.8,False,outdoor,70
Kanyakumari,April,35.6,34.8,False,indoor,93
Kanyakumari,May,32.2,114.8,False,outdoor,77
Kanyakumari,May,32.2,114.8,False,indoor,93
Kanyakumari,June,28.7,799.8,True,outdoor,34
Kanyakumari,June,28.7,799.8,True,indoor,83
Kanyakumari,July,32.1,939.8,True,outdoor,15
Kanyakumari,July,32.1,939.8,True,indoor,81
Kanyakumari,August,31.6,499.8,True,outdoor,44
Kanyakumari,August,31.6,499.8,True,indoor,87
Kanyakumari,September,31.8,279.8,True,outdoor,58
Kanyakumari,September,31.8,279.8,True,indoor,91
Kanyakumari,October,31.6,299.8,True,outdoor,57
Kanyakumari,October,31.6,299.8,True,indoor,90
Kanyakumari,November,29.1,329.8,True,outdoor,64
Kanyakumari,November,29.1,329.8,True,indoor,90
Kanyakumari,December,32.5,159.8,True,outdoor,63
Kanyakumari,December,32.5,159.8,True,indoor,93
Manali,January,2.1,79.4,False,outdoor,44
Manali,January,2.1,79.4,False,indoor,82
Manali,February,4.1,84.4,False,outdoor,50
Manali,February,4.1,84.4,False,indoor,85
Manali,March,13.1,99.4,False,outdoor,78
Manali,March,13.1,99.4,False,indoor,93
Manali,April,16.6,69.4,False,outdoor,91
Manali,April,16.6,69.4,False,indoor,94
Manali,May,25.2,74.4,False,outdoor,95
Manali,May,25.2,74.4,False,indoor,94
Manali,June,21.7,154.4,False,outdoor,90
Manali,June,21.7,154.4,False,indoor,93
Manali,July,13.1,354.4,True,outdoor,51
Manali,July,13.1,354.4,True,indoor,90
Manali,August,12.6,324.4,True,outdoor,51
Manali,August,12.6,324.4,True,indoor,90
Manali,September,12.8,144.4,False,outdoor,74
Manali,September,12.8,144.4,False,indoor,93
Manali,October,12.6,44.4,False,outdoor,80
Manali,October,12.6,44.4,False,indoor,94
Manali,November,10.1,29.4,False,outdoor,73
Manali,November,10.1,29.4,False,indoor,95
Manali,December,2.6,54.4,False,outdoor,47
Manali,December,2.6,54.4,False,indoor,83
Kasol,January,4.8,25.2,False,outdoor,56
Kasol,January,4.8,25.2,False,indoor,87
Kasol,February,6.8,30.2,False,outdoor,62
Kasol,February,6.8,30.2,False,indoor,90
Kasol,March,15.7,40.2,False,outdoor,90
Kasol,March,15.7,40.2,False,indoor,94
Kasol,April,19.2,30.2,False,outdoor,98
Kasol,April,19.2,30.2,False,indoor,95
Kasol,May,27.7,55.2,False,outdoor,96
Kasol,May,27.7,55.2,False,indoor,94
Kasol,June,24.2,140.2,True,outdoor,81
Kasol,June,24.2,140.2,True,indoor,93
Kasol,July,15.7,360.2,True,outdoor,59
Kasol,July,15.7,360.2,True,indoor,89
Kasol,August,15.2,340.2,True,outdoor,58
Kasol,August,15.2,340.2,True,indoor,90
Kasol,September,15.4,160.2,True,outdoor,71
Kasol,September,15.4,160.2,True,indoor,93
Kasol,October,15.2,25.2,False,outdoor,89
Kasol,October,15.2,25.2,False,indoor,95
Kasol,November,12.7,0.0,False,outdoor,83
Kasol,November,12.7,0.0,False,indoor,95
Kasol,December,5.3,5.2,False,outdoor,59
Kasol,December,5.3,5.2,False,indoor,88
Spiti Valley,January,-10.6,0.0,False,outdoor,10
Spiti Valley,January,-10.6,0.0,False,indoor,64
Spiti Valley,February,-8.6,0.0,False,outdoor,15
Spiti Valley,February,-8.6,0.0,False,indoor,67
Spiti Valley,March,0.4,0.0,False,outdoor,44
Spiti Valley,March,0.4,0.0,False,indoor,81
Spiti Valley,April,3.9,0.0,False,outdoor,55
Spiti Valley,April,3.9,0.0,False,indoor,86
Spiti Valley,May,12.5,0.0,False,outdoor,82
Spiti Valley,May,12.5,0.0,False,indoor,95
Spiti Valley,June,9.0,0.0,False,outdoor,71
Spiti Valley,June,9.0,0.0,False,indoor,94
Spiti Valley,July,0.4,10.0,False,outdoor,43
Spiti Valley,July,0.4,10.0,False,indoor,80
Spiti Valley,August,-0.1,14.0,False,outdoor,41
Spiti Valley,August,-0.1,14.0,False,indoor,80
Spiti Valley,September,0.1,0.0,False,outdoor,43
Spiti Valley,September,0.1,0.0,False,indoor,80
Spiti Valley,October,-0.1,0.0,False,outdoor,42
Spiti Valley,October,-0.1,0.0,False,indoor,80
Spiti Valley,November,-2.6,0.0,False,outdoor,34
Spiti Valley,November,-2.6,0.0,False,indoor,76
Spiti Valley,December,-10.1,0.0,False,outdoor,10
Spiti Valley,December,-10.1,0.0,False,indoor,65
Dharamsala,January,4.2,55.8,False,outdoor,52
Dharamsala,January,4.2,55.8,False,indoor,85
Dharamsala,February,6.2,60.8,False,outdoor,58
Dharamsala,February,6.2,60.8,False,indoor,88
Dharamsala,March,15.2,70.8,False,outdoor,86
Dharamsala,March,15.2,70.8,False,indoor,94
Dharamsala,April,18.7,60.8,False,outdoor,96
Dharamsala,April,18.7,60.8,False,indoor,94
Dharamsala,May,27.3,85.8,False,outdoor,94
Dharamsala,May,27.3,85.8,False,indoor,94
Dharamsala,June,23.8,170.8,True,outdoor,79
Dharamsala,June,23.8,170.8,True,indoor,92
Dharamsala,July,15.2,390.8,True,outdoor,55
Dharamsala,July,15.2,390.8,True,indoor,89
Dharamsala,August,14.7,370.8,True,outdoor,55
Dharamsala,August,14.7,370.8,True,indoor,89
Dharamsala,September,14.9,190.8,True,outdoor,67
Dharamsala,September,14.9,190.8,True,indoor,92
Dharamsala,October,14.7,55.8,False,outdoor,86
Dharamsala,October,14.7,55.8,False,indoor,94
Dharamsala,November,12.2,25.8,False,outdoor,80
Dharamsala,November,12.2,25.8,False,indoor,95
Dharamsala,December,4.7,35.8,False,outdoor,55
Dharamsala,December,4.7,35.8,False,indoor,86
Rishikesh,January,12.7,17.6,False,outdoor,82
Rishikesh,January,12.7,17.6,False,indoor,95
Rishikesh,February,14.7,16.6,False,outdoor,88
Rishikesh,February,14.7,16.6,False,indoor,95
Rishikesh,March,22.8,20.6,False,outdoor,99
Rishikesh,March,22.8,20.6,False,indoor,95
Rishikesh,April,26.3,32.6,False,outdoor,98
Rishikesh,April,26.3,32.6,False,indoor,94
Rishikesh,May,33.8,52.6,False,outdoor,76
Rishikesh,May,33.8,52.6,False,indoor,94
Rishikesh,June,30.3,172.6,True,outdoor,70
Rishikesh,June,30.3,172.6,True,indoor,92
Rishikesh,July,22.8,252.6,True,outdoor,73
Rishikesh,July,22.8,252.6,True,indoor,91
Rishikesh,August,22.3,222.6,True,outdoor,75
Rishikesh,August,22.3,222.6,True,indoor,92
Rishikesh,September,22.5,182.6,True,outdoor,78
Rishikesh,September,22.5,182.6,True,indoor,92
Rishikesh,October,22.3,92.6,False,outdoor,94
Rishikesh,October,22.3,92.6,False,indoor,94
Rishikesh,November,19.8,32.6,False,outdoor,98
Rishikesh,November,19.8,32.6,False,indoor,94
Rishikesh,December,13.2,17.6,False,outdoor,83
Rishikesh,December,13.2,17.6,False,indoor,95
Mussoorie,January,3.4,45.2,False,outdoor,50
Mussoorie,January,3.4,45.2,False,indoor,84
Mussoorie,February,5.4,50.2,False,outdoor,56
Mussoorie,February,5.4,50.2,False,indoor,87
Mussoorie,March,13.7,65.2,False,outdoor,82
Mussoorie,March,13.7,65.2,False,indoor,94
Mussoorie,April,17.2,35.2,False,outdoor,95
Mussoorie,April,17.2,35.2,False,indoor,94
Mussoorie,May,24.9,40.2,False,outdoor,97
Mussoorie,May,24.9,40.2,False,indoor,94
Mussoorie,June,21.4,120.2,False,outdoor,92
Mussoorie,June,21.4,120.2,False,indoor,93
Mussoorie,July,13.7,320.2,True,outdoor,55
Mussoorie,July,13.7,320.2,True,indoor,90
Mussoorie,August,13.2,290.2,True,outdoor,55
Mussoorie,August,13.2,290.2,True,indoor,91
Mussoorie,September,13.4,110.2,False,outdoor,78
Mussoorie,September,13.4,110.2,False,indoor,93
Mussoorie,October,13.2,10.2,False,outdoor,84
Mussoorie,October,13.2,10.2,False,indoor,95
Mussoorie,November,10.7,0.0,False,outdoor,77
Mussoorie,November,10.7,0.0,False,indoor,95
Mussoorie,December,3.9,20.2,False,outdoor,54
Mussoorie,December,3.9,20.2,False,indoor,86
Auli,January,-2.7,52.4,False,outdoor,30
Auli,January,-2.7,52.4,False,indoor,75
Auli,February,-0.7,57.4,False,outdoor,36
Auli,February,-0.7,57.4,False,indoor,78
Auli,March,7.5,72.4,False,outdoor,62
Auli,March,7.5,72.4,False,indoor,90
Auli,April,11.0,42.4,False,outdoor,75
Auli,April,11.0,42.4,False,indoor,94
Auli,May,18.8,47.4,False,outdoor,97
Auli,May,18.8,47.4,False,indoor,94
Auli,June,15.3,127.4,False,outdoor,83
Auli,June,15.3,127.4,False,indoor,93
Auli,July,7.5,327.4,True,outdoor,35
Auli,July,7.5,327.4,True,indoor,86
Auli,August,7.0,297.4,True,outdoor,35
Auli,August,7.0,297.4,True,indoor,86
Auli,September,7.2,117.4,False,outdoor,58
Auli,September,7.2,117.4,False,indoor,89
Auli,October,7.0,17.4,False,outdoor,64
Auli,October,7.0,17.4,False,indoor,90
Auli,November,4.5,2.4,False,outdoor,57
Auli,November,4.5,2.4,False,indoor,87
Auli,December,-2.2,27.4,False,outdoor,34
Auli,December,-2.2,27.4,False,indoor,76
Khajuraho,January,17.5,0.0,False,outdoor,98
Khajuraho,January,17.5,0.0,False,indoor,95
Khajuraho,February,19.5,0.0,False,outdoor,100
Khajuraho,February,19.5,0.0,False,indoor,95
Khajuraho,March,25.2,0.0,False,outdoor,100
Khajuraho,March,25.2,0.0,False,indoor,95
Khajuraho,April,28.7,9.2,False,outdoor,97
Khajuraho,April,28.7,9.2,False,indoor,95
Khajuraho,May,33.6,29.2,False,outdoor,78
Khajuraho,May,33.6,29.2,False,indoor,95
Khajuraho,June,30.1,149.2,True,outdoor,72
Khajuraho,June,30.1,149.2,True,indoor,93
Khajuraho,July,25.2,229.2,True,outdoor,75
Khajuraho,July,25.2,229.2,True,indoor,91
Khajuraho,August,24.7,199.2,True,outdoor,77
Khajuraho,August,24.7,199.2,True,indoor,92
Khajuraho,September,24.9,159.2,True,outdoor,79
Khajuraho,September,24.9,159.2,True,indoor,93
Khajuraho,October,24.7,69.2,False,outdoor,95
Khajuraho,October,24.7,69.2,False,indoor,94
Khajuraho,November,22.2,9.2,False,outdoor,99
Khajuraho,November,22.2,9.2,False,indoor,95
Khajuraho,December,18.0,0.0,False,outdoor,100
Khajuraho,December,18.0,0.0,False,indoor,95
Orchha,January,17.2,24.8,False,outdoor,96
Orchha,January,17.2,24.8,False,indoor,95
Orchha,February,19.2,23.8,False,outdoor,98
Orchha,February,19.2,23.8,False,indoor,95
Orchha,March,24.9,27.8,False,outdoor,98
Orchha,March,24.9,27.8,False,indoor,95
Orchha,April,28.4,39.8,False,outdoor,96
Orchha,April,28.4,39.8,False,indoor,94
Orchha,May,33.4,59.8,False,outdoor,77
Orchha,May,33.4,59.8,False,indoor,94
Orchha,June,29.9,179.8,True,outdoor,71
Orchha,June,29.9,179.8,True,indoor,92
Orchha,July,24.9,259.8,True,outdoor,73
Orchha,July,24.9,259.8,True,indoor,91
Orchha,August,24.4,229.8,True,outdoor,75
Orchha,August,24.4,229.8,True,indoor,91
Orchha,September,24.6,189.8,True,outdoor,77
Orchha,September,24.6,189.8,True,indoor,92
Orchha,October,24.4,99.8,False,outdoor,93
Orchha,October,24.4,99.8,False,indoor,93
Orchha,November,21.9,39.8,False,outdoor,97
Orchha,November,21.9,39.8,False,indoor,94
Orchha,December,17.7,24.8,False,outdoor,97
Orchha,December,17.7,24.8,False,indoor,95
Pachmarhi,January,14.5,46.8,False,outdoor,86
Pachmarhi,January,14.5,46.8,False,indoor,94
Pachmarhi,February,16.5,51.8,False,outdoor,92
Pachmarhi,February,16.5,51.8,False,indoor,94
Pachmarhi,March,21.1,61.8,False,outdoor,96
Pachmarhi,March,21.1,61.8,False,indoor,94
Pachmarhi,April,24.6,51.8,False,outdoor,97
Pachmarhi,April,24.6,51.8,False,indoor,94
Pachmarhi,May,28.4,76.8,False,outdoor,93
Pachmarhi,May,28.4,76.8,False,indoor,94
Pachmarhi,June,24.9,161.8,True,outdoor,79
Pachmarhi,June,24.9,161.8,True,indoor,93
Pachmarhi,July,21.1,381.8,True,outdoor,65
Pachmarhi,July,21.1,381.8,True,indoor,89
Pachmarhi,August,20.6,361.8,True,outdoor,66
Pachmarhi,August,20.6,361.8,True,indoor,89
Pachmarhi,September,20.8,181.8,True,outdoor,78
Pachmarhi,September,20.8,181.8,True,indoor,92
Pachmarhi,October,20.6,46.8,False,outdoor,97
Pachmarhi,October,20.6,46.8,False,indoor,94
Pachmarhi,November,18.1,16.8,False,outdoor,99
Pachmarhi,November,18.1,16.8,False,indoor,95
Pachmarhi,December,15.0,26.8,False,outdoor,89
Pachmarhi,December,15.0,26.8,False,indoor,95
Rann of Kutch,January,20.8,9.4,False,outdoor,99
Rann of Kutch,January,20.8,9.4,False,indoor,95
Rann of Kutch,February,22.8,10.4,False,outdoor,99
Rann of Kutch,February,22.8,10.4,False,indoor,95
Rann of Kutch,March,28.0,9.4,False,outdoor,99
Rann of Kutch,March,28.0,9.4,False,indoor,95
Rann of Kutch,April,31.5,8.4,False,outdoor,87
Rann of Kutch,April,31.5,8.4,False,indoor,95
Rann of Kutch,May,35.9,15.4,False,outdoor,71
Rann of Kutch,May,35.9,15.4,False,indoor,92
Rann of Kutch,June,32.4,40.4,False,outdoor,81
Rann of Kutch,June,32.4,40.4,False,indoor,94
Rann of Kutch,July,28.0,185.4,True,outdoor,78
Rann of Kutch,July,28.0,185.4,True,indoor,92
Rann of Kutch,August,27.5,165.4,True,outdoor,79
Rann of Kutch,August,27.5,165.4,True,indoor,92
Rann of Kutch,September,27.7,65.4,False,outdoor,96
Rann of Kutch,September,27.7,65.4,False,indoor,94
Rann of Kutch,October,27.5,15.4,False,outdoor,99
Rann of Kutch,October,27.5,15.4,False,indoor,95
Rann of Kutch,November,25.0,7.4,False,outdoor,100
Rann of Kutch,November,25.0,7.4,False,indoor,95
Rann of Kutch,December,21.3,7.4,False,outdoor,100
Rann of Kutch,December,21.3,7.4,False,indoor,95
Ahmedabad,January,19.9,21.2,False,outdoor,99
Ahmedabad,January,19.9,21.2,False,indoor,95
Ahmedabad,February,21.9,20.2,False,outdoor,99
Ahmedabad,February,21.9,20.2,False,indoor,95
Ahmedabad,March,26.8,24.2,False,outdoor,98
Ahmedabad,March,26.8,24.2,False,indoor,95
Ahmedabad,April,30.3,36.2,False,outdoor,89
Ahmedabad,April,30.3,36.2,False,indoor,94
Ahmedabad,May,34.3,56.2,False,outdoor,74
Ahmedabad,May,34.3,56.2,False,indoor,94
Ahmedabad,June,30.8,176.2,True,outdoor,68
Ahmedabad,June,30.8,176.2,True,indoor,92
Ahmedabad,July,26.8,256.2,True,outdoor,73
Ahmedabad,July,26.8,256.2,True,indoor,91
Ahmedabad,August,26.3,226.2,True,outdoor,75
Ahmedabad,August,26.3,226.2,True,indoor,92
Ahmedabad,September,26.5,186.2,True,outdoor,78
Ahmedabad,September,26.5,186.2,True,indoor,92
Ahmedabad,October,26.3,96.2,False,outdoor,94
Ahmedabad,October,26.3,96.2,False,indoor,94
Ahmedabad,November,23.8,36.2,False,outdoor,98
Ahmedabad,November,23.8,36.2,False,indoor,94
Ahmedabad,December,20.4,21.2,False,outdoor,99
Ahmedabad,December,20.4,21.2,False,indoor,95
Dwarka,January,21.2,0.0,False,outdoor,100
Dwarka,January,21.2,0.0,False,indoor,95
Dwarka,February,23.2,0.0,False,outdoor,100
Dwarka,February,23.2,0.0,False,indoor,95
Dwarka,March,27.7,0.0,False,outdoor,100
Dwarka,March,27.7,0.0,False,indoor,95
Dwarka,April,31.2,2.4,False,outdoor,88
Dwarka,April,31.2,2.4,False,indoor,95
Dwarka,May,34.8,82.4,False,outdoor,70
Dwarka,May,34.8,82.4,False,indoor,93
Dwarka,June,31.3,767.4,True,outdoor,27
Dwarka,June,31.3,767.4,True,indoor,83
Dwarka,July,27.7,907.4,True,outdoor,30
Dwarka,July,27.7,907.4,True,indoor,81
Dwarka,August,27.2,467.4,True,outdoor,59
Dwarka,August,27.2,467.4,True,indoor,88
Dwarka,September,27.4,247.4,True,outdoor,74
Dwarka,September,27.4,247.4,True,indoor,91
Dwarka,October,27.2,97.4,False,outdoor,94
Dwarka,October,27.2,97.4,False,indoor,94
Dwarka,November,24.7,12.4,False,outdoor,99
Dwarka,November,24.7,12.4,False,indoor,95
Dwarka,December,21.7,0.0,False,outdoor,100
Dwarka,December,21.7,0.0,False,indoor,95
Puri,January,23.1,0.0,False,outdoor,100
Puri,January,23.1,0.0,False,indoor,95
Puri,February,25.1,0.0,False,outdoor,100
Puri,February,25.1,0.0,False,indoor,95
Puri,March,28.5,0.0,False,outdoor,98
Puri,March,28.5,0.0,False,indoor,95
Puri,April,32.0,0.0,False,outdoor,86
Puri,April,32.0,0.0,False,indoor,95
Puri,May,34.4,78.8,False,outdoor,72
Puri,May,34.4,78.8,False,indoor,93
Puri,June,30.9,763.8,True,outdoor,29
Puri,June,30.9,763.8,True,indoor,83
Puri,July,28.5,903.8,True,outdoor,28
Puri,July,28.5,903.8,True,indoor,81
Puri,August,28.0,463.8,True,outdoor,59
Puri,August,28.0,463.8,True,indoor,88
Puri,September,28.2,243.8,True,outdoor,73
Puri,September,28.2,243.8,True,indoor,91
Puri,October,28.0,93.8,False,outdoor,94
Puri,October,28.0,93.8,False,indoor,94
Puri,November,25.5,8.8,False,outdoor,99
Puri,November,25.5,8.8,False,indoor,95
Puri,December,23.6,0.0,False,outdoor,100
Puri,December,23.6,0.0,False,indoor,95
Konark,January,22.3,11.0,False,outdoor,99
Konark,January,22.3,11.0,False,indoor,95
Konark,February,24.3,10.0,False,outdoor,99
Konark,February,24.3,10.0,False,indoor,95
Konark,March,27.8,12.0,False,outdoor,99
Konark,March,27.8,12.0,False,indoor,95
Konark,April,31.3,24.0,False,outdoor,87
Konark,April,31.3,24.0,False,indoor,95
Konark,May,33.7,104.0,False,outdoor,73
Konark,May,33.7,104.0,False,indoor,93
Konark,June,30.2,789.0,True,outdoor,29
Konark,June,30.2,789.0,True,indoor,83
Konark,July,27.8,929.0,True,outdoor,30
Konark,July,27.8,929.0,True,indoor,81
Konark,August,27.3,489.0,True,outdoor,57
Konark,August,27.3,489.0,True,indoor,87
Konark,September,27.5,269.0,True,outdoor,72
Konark,September,27.5,269.0,True,indoor,91
Konark,October,27.3,119.0,False,outdoor,92
Konark,October,27.3,119.0,False,indoor,93
Konark,November,24.8,34.0,False,outdoor,98
Konark,November,24.8,34.0,False,indoor,94
Konark,December,22.8,14.0,False,outdoor,99
Konark,December,22.8,14.0,False,indoor,95
Raghurajpur,January,22.9,8.6,False,outdoor,99
Raghurajpur,January,22.9,8.6,False,indoor,95
Raghurajpur,February,24.9,7.6,False,outdoor,99
Raghurajpur,February,24.9,7.6,False,indoor,95
Raghurajpur,March,28.3,11.6,False,outdoor,98
Raghurajpur,March,28.3,11.6,False,indoor,95
Raghurajpur,April,31.8,23.6,False,outdoor,85
Raghurajpur,April,31.8,23.6,False,indoor,95
Raghurajpur,May,34.3,43.6,False,outdoor,74
Raghurajpur,May,34.3,43.6,False,indoor,94
Raghurajpur,June,30.8,163.6,True,outdoor,69
Raghurajpur,June,30.8,163.6,True,indoor,92
Raghurajpur,July,28.3,243.6,True,outdoor,73
Raghurajpur,July,28.3,243.6,True,indoor,91
Raghurajpur,August,27.8,213.6,True,outdoor,76
Raghurajpur,August,27.8,213.6,True,indoor,92
Raghurajpur,September,28.0,173.6,True,outdoor,78
Raghurajpur,September,28.0,173.6,True,indoor,92
Raghurajpur,October,27.8,83.6,False,outdoor,94
Raghurajpur,October,27.8,83.6,False,indoor,94
Raghurajpur,November,25.3,23.6,False,outdoor,98
Raghurajpur,November,25.3,23.6,False,indoor,95
Raghurajpur,December,23.4,8.6,False,outdoor,99
Raghurajpur,December,23.4,8.6,False,indoor,95
Gangtok,January,6.4,28.8,False,outdoor,61
Gangtok,January,6.4,28.8,False,indoor,89
Gangtok,February,8.4,33.8,False,outdoor,67
Gangtok,February,8.4,33.8,False,indoor,92
Gangtok,March,15.2,43.8,False,outdoor,88
Gangtok,March,15.2,43.8,False,indoor,94
Gangtok,April,18.7,33.8,False,outdoor,98
Gangtok,April,18.7,33.8,False,indoor,94
Gangtok,May,24.9,58.8,False,outdoor,96
Gangtok,May,24.9,58.8,False,indoor,94
Gangtok,June,21.4,143.8,True,outdoor,80
Gangtok,June,21.4,143.8,True,indoor,93
Gangtok,July,15.2,363.8,True,outdoor,57
Gangtok,July,15.2,363.8,True,indoor,89
Gangtok,August,14.7,343.8,True,outdoor,57
Gangtok,August,14.7,343.8,True,indoor,90
Gangtok,September,14.9,163.8,True,outdoor,69
Gangtok,September,14.9,163.8,True,indoor,92
Gangtok,October,14.7,28.8,False,outdoor,88
Gangtok,October,14.7,28.8,False,indoor,95
Gangtok,November,12.2,0.0,False,outdoor,81
Gangtok,November,12.2,0.0,False,indoor,95
Gangtok,December,6.9,8.8,False,outdoor,64
Gangtok,December,6.9,8.8,False,indoor,90
Lachung,January,0.6,74.0,False,outdoor,39
Lachung,January,0.6,74.0,False,indoor,80
Lachung,February,2.6,79.0,False,outdoor,45
Lachung,February,2.6,79.0,False,indoor,83
Lachung,March,9.6,94.0,False,outdoor,67
Lachung,March,9.6,94.0,False,indoor,93
Lachung,April,13.1,64.0,False,outdoor,80
Lachung,April,13.1,64.0,False,indoor,94
Lachung,May,19.4,69.0,False,outdoor,95
Lachung,May,19.4,69.0,False,indoor,94
Lachung,June,15.9,149.0,False,outdoor,83
Lachung,June,15.9,149.0,False,indoor,93
Lachung,July,9.6,349.0,True,outdoor,40
Lachung,July,9.6,349.0,True,indoor,89
Lachung,August,9.1,319.0,True,outdoor,40
Lachung,August,9.1,319.0,True,indoor,89
Lachung,September,9.3,139.0,False,outdoor,63
Lachung,September,9.3,139.0,False,indoor,92
Lachung,October,9.1,39.0,False,outdoor,69
Lachung,October,9.1,39.0,False,indoor,93
Lachung,November,6.6,24.0,False,outdoor,62
Lachung,November,6.6,24.0,False,indoor,90
Lachung,December,1.1,49.0,False,outdoor,43
Lachung,December,1.1,49.0,False,indoor,81
Kaziranga,January,16.9,0.0,False,outdoor,96
Kaziranga,January,16.9,0.0,False,indoor,95
Kaziranga,February,18.9,0.2,False,outdoor,100
Kaziranga,February,18.9,0.2,False,indoor,95
Kaziranga,March,25.4,15.2,False,outdoor,99
Kaziranga,March,25.4,15.2,False,indoor,95
Kaziranga,April,28.9,70.2,False,outdoor,92
Kaziranga,April,28.9,70.2,False,indoor,94
Kaziranga,May,34.7,190.2,False,outdoor,63
Kaziranga,May,34.7,190.2,False,indoor,91
Kaziranga,June,31.2,460.2,True,outdoor,48
Kaziranga,June,31.2,460.2,True,indoor,88
Kaziranga,July,25.4,540.2,True,outdoor,54
Kaziranga,July,25.4,540.2,True,indoor,87
Kaziranga,August,24.9,390.2,True,outdoor,64
Kaziranga,August,24.9,390.2,True,indoor,89
Kaziranga,September,25.1,270.2,True,outdoor,72
Kaziranga,September,25.1,270.2,True,indoor,91
Kaziranga,October,24.9,120.2,False,outdoor,92
Kaziranga,October,24.9,120.2,False,indoor,93
Kaziranga,November,22.4,10.2,False,outdoor,99
Kaziranga,November,22.4,10.2,False,indoor,95
Kaziranga,December,17.4,0.0,False,outdoor,98
