destination,date,price,is_holiday,occupancy_pct,tier,hotel_tier
Mahabaleshwar,2026-12-11,870,False,40,popular,1
Mahabaleshwar,2026-12-11,1800,False,42,popular,2
Mahabaleshwar,2026-12-11,3200,False,62,popular,3
Mahabaleshwar,2026-12-11,5510,False,61,popular,4
Mahabaleshwar,2026-12-11,13320,False,43,popular,5
Alibaug,2026-01-23,830,False,42,popular,1
Alibaug,2026-01-23,1750,False,50,popular,2
Alibaug,2026-01-23,3270,False,44,popular,3
Alibaug,2026-01-23,5750,False,60,popular,4
Alibaug,2026-01-23,14630,False,53,popular,5
Alibaug,2026-02-02,830,False,62,popular,1
Alibaug,2026-02-02,1710,False,44,popular,2
Alibaug,2026-02-02,3170,False,49,popular,3
Alibaug,2026-02-02,5940,False,46,popular,4
Alibaug,2026-02-02,14470,False,53,popular,5
Alibaug,2026-03-07,840,False,62,popular,1
Alibaug,2026-03-07,1770,False,61,popular,2
Alibaug,2026-03-07,3280,False,53,popular,3
Alibaug,2026-03-07,5560,False,61,popular,4
Alibaug,2026-03-07,14500,False,55,popular,5
Alibaug,2026-04-12,810,False,59,popular,1
Alibaug,2026-04-12,1810,False,54,popular,2
Alibaug,2026-04-12,3150,False,57,popular,3
Alibaug,2026-04-12,5640,False,59,popular,4
Alibaug,2026-04-12,13490,False,63,popular,5
Alibaug,2026-05-17,850,False,50,popular,1
Alibaug,2026-05-17,1710,False,61,popular,2
Alibaug,2026-05-17,3370,False,44,popular,3
Alibaug,2026-05-17,6130,False,52,popular,4
Alibaug,2026-05-17,13530,False,48,popular,5
Alibaug,2026-06-22,810,False,46,popular,1
Alibaug,2026-06-22,1760,False,55,popular,2
Alibaug,2026-06-22,3100,False,53,popular,3
Alibaug,2026-06-22,5780,False,58,popular,4
Alibaug,2026-06-22,13610,False,40,popular,5
Alibaug,2026-07-01,830,False,52,popular,1
Alibaug,2026-07-01,1900,False,47,popular,2
Alibaug,2026-07-01,3390,False,54,popular,3
Alibaug,2026-07-01,5930,False,58,popular,4
Alibaug,2026-07-01,13600,False,44,popular,5
Alibaug,2026-08-06,840,False,62,popular,1
Alibaug,2026-08-06,1710,False,42,popular,2
Alibaug,2026-08-06,3060,False,39,popular,3
Alibaug,2026-08-06,5760,False,44,popular,4
Alibaug,2026-08-06,13560,False,48,popular,5
Alibaug,2026-09-11,890,False,50,popular,1
Alibaug,2026-09-11,1890,False,40,popular,2
Alibaug,2026-09-11,3100,False,61,popular,3
Alibaug,2026-09-11,5960,False,42,popular,4
Alibaug,2026-09-11,14640,False,55,popular,5
Alibaug,2026-10-16,800,False,49,popular,1
Alibaug,2026-10-16,1810,False,61,popular,2
Alibaug,2026-10-16,3180,False,57,popular,3
Alibaug,2026-10-16,5960,False,38,popular,4
Alibaug,2026-10-16,13790,False,52,popular,5
Alibaug,2026-11-21,830,False,57,popular,1
Alibaug,2026-11-21,1870,False,49,popular,2
Alibaug,2026-11-21,3200,False,47,popular,3
Alibaug,2026-11-21,5840,False,51,popular,4
Alibaug,2026-11-21,14360,False,48,popular,5
Alibaug,2026-12-26,1070,True,85,popular,1
Alibaug,2026-12-26,2320,True,72,popular,2
Alibaug,2026-12-26,3970,True,81,popular,3
Alibaug,2026-12-26,6960,True,63,popular,4
Alibaug,2026-12-26,15960,True,78,popular,5
North Goa,2026-01-08,1370,False,39,popular,1
North Goa,2026-01-08,2660,False,63,popular,2
North Goa,2026-01-08,4630,False,52,popular,3
North Goa,2026-01-08,8940,False,49,popular,4
North Goa,2026-01-08,21650,False,56,popular,5
North Goa,2026-02-13,1440,False,48,popular,1
North Goa,2026-02-13,2870,False,58,popular,2
North Goa,2026-02-13,5040,False,56,popular,3
North Goa,2026-02-13,8720,False,48,popular,4
North Goa,2026-02-13,20990,False,50,popular,5
North Goa,2026-03-18,1390,False,42,popular,1
North Goa,2026-03-18,2690,False,45,popular,2
North Goa,2026-03-18,4600,False,62,popular,3
North Goa,2026-03-18,8860,False,62,popular,4
North Goa,2026-03-18,22610,False,38,popular,5
North Goa,2026-04-23,1400,False,45,popular,1
North Goa,2026-04-23,2750,False,59,popular,2
North Goa,2026-04-23,5040,False,59,popular,3
North Goa,2026-04-23,8450,False,59,popular,4
North Goa,2026-04-23,21250,False,41,popular,5
North Goa,2026-05-02,1400,False,52,popular,1
North Goa,2026-05-02,2690,False,54,popular,2
North Goa,2026-05-02,4720,False,62,popular,3
North Goa,2026-05-02,8690,False,58,popular,4
North Goa,2026-05-02,20940,False,62,popular,5
North Goa,2026-06-07,1390,False,60,popular,1
North Goa,2026-06-07,2880,False,42,popular,2
North Goa,2026-06-07,4730,False,47,popular,3
North Goa,2026-06-07,8220,False,58,popular,4
North Goa,2026-06-07,20710,False,56,popular,5
North Goa,2026-07-12,1380,False,54,popular,1
North Goa,2026-07-12,2950,False,40,popular,2
North Goa,2026-07-12,4980,False,51,popular,3
North Goa,2026-07-12,8580,False,63,popular,4
North Goa,2026-07-12,23200,False,41,popular,5
North Goa,2026-08-17,1390,False,44,popular,1
North Goa,2026-08-17,2710,False,43,popular,2
North Goa,2026-08-17,4680,False,60,popular,3
North Goa,2026-08-17,8350,False,60,popular,4
North Goa,2026-08-17,20820,False,40,popular,5
North Goa,2026-09-22,1460,False,50,popular,1
North Goa,2026-09-22,2930,False,41,popular,2
North Goa,2026-09-22,5000,False,58,popular,3
North Goa,2026-09-22,8280,False,38,popular,4
North Goa,2026-09-22,21110,False,51,popular,5
North Goa,2026-10-01,1390,False,48,popular,1
North Goa,2026-10-01,2740,False,54,popular,2
North Goa,2026-10-01,4730,False,46,popular,3
North Goa,2026-10-01,8320,False,58,popular,4
North Goa,2026-10-01,21740,False,59,popular,5
North Goa,2026-11-06,1430,False,51,popular,1
North Goa,2026-11-06,2780,False,54,popular,2
North Goa,2026-11-06,4870,False,59,popular,3
North Goa,2026-11-06,8630,False,62,popular,4
North Goa,2026-11-06,22140,False,59,popular,5
North Goa,2026-12-11,1420,False,47,popular,1
North Goa,2026-12-11,2670,False,39,popular,2
North Goa,2026-12-11,4690,False,62,popular,3
North Goa,2026-12-11,8470,False,59,popular,4
North Goa,2026-12-11,21300,False,51,popular,5
South Goa,2026-01-16,1460,False,50,popular,1
South Goa,2026-01-16,2990,False,53,popular,2
South Goa,2026-01-16,5030,False,48,popular,3
South Goa,2026-01-16,9940,False,45,popular,4
South Goa,2026-01-16,27430,False,60,popular,5
South Goa,2026-02-21,1520,False,61,popular,1
South Goa,2026-02-21,2860,False,61,popular,2
South Goa,2026-02-21,4890,False,55,popular,3
South Goa,2026-02-21,9070,False,39,popular,4
South Goa,2026-02-21,25110,False,40,popular,5
South Goa,2026-03-26,1580,False,61,popular,1
South Goa,2026-03-26,3130,False,42,popular,2
South Goa,2026-03-26,5040,False,50,popular,3
South Goa,2026-03-26,9290,False,51,popular,4
South Goa,2026-03-26,25850,False,61,popular,5
South Goa,2026-04-05,1420,False,39,popular,1
South Goa,2026-04-05,3010,False,43,popular,2
South Goa,2026-04-05,5260,False,57,popular,3
South Goa,2026-04-05,9590,False,61,popular,4
South Goa,2026-04-05,24970,False,59,popular,5
South Goa,2026-05-10,1560,False,61,popular,1
South Goa,2026-05-10,3100,False,57,popular,2
South Goa,2026-05-10,5040,False,51,popular,3
South Goa,2026-05-10,9070,False,39,popular,4
South Goa,2026-05-10,27200,False,38,popular,5
South Goa,2026-06-15,1540,False,46,popular,1
South Goa,2026-06-15,3030,False,44,popular,2
South Goa,2026-06-15,5280,False,58,popular,3
South Goa,2026-06-15,9940,False,51,popular,4
South Goa,2026-06-15,25690,False,56,popular,5
South Goa,2026-07-20,1500,False,58,popular,1
South Goa,2026-07-20,2860,False,44,popular,2
South Goa,2026-07-20,5000,False,40,popular,3
South Goa,2026-07-20,9010,False,61,popular,4
South Goa,2026-07-20,26060,False,42,popular,5
South Goa,2026-08-25,1910,True,84,popular,1
South Goa,2026-08-25,3810,True,71,popular,2
South Goa,2026-08-25,6200,True,75,popular,3
South Goa,2026-08-25,11440,True,80,popular,4
South Goa,2026-08-25,32410,True,83,popular,5
South Goa,2026-09-04,1420,False,46,popular,1
South Goa,2026-09-04,3000,False,46,popular,2
South Goa,2026-09-04,5210,False,60,popular,3
South Goa,2026-09-04,9470,False,41,popular,4
South Goa,2026-09-04,26200,False,60,popular,5
South Goa,2026-10-09,1520,False,59,popular,1
South Goa,2026-10-09,3060,False,44,popular,2
South Goa,2026-10-09,5480,False,62,popular,3
South Goa,2026-10-09,9660,False,53,popular,4
South Goa,2026-10-09,25690,False,41,popular,5
South Goa,2026-11-14,1960,True,69,popular,1
South Goa,2026-11-14,3770,True,77,popular,2
South Goa,2026-11-14,7070,True,66,popular,3
South Goa,2026-11-14,11840,True,76,popular,4
South Goa,2026-11-14,32230,True,87,popular,5
South Goa,2026-12-19,1410,False,58,popular,1
South Goa,2026-12-19,2940,False,39,popular,2
South Goa,2026-12-19,5070,False,58,popular,3
South Goa,2026-12-19,9090,False,41,popular,4
South Goa,2026-12-19,27550,False,60,popular,5
Panjim,2026-01-15,1460,True,73,popular,1
Panjim,2026-01-15,3070,True,87,popular,2
Panjim,2026-01-15,5020,True,67,popular,3
Panjim,2026-01-15,9790,True,69,popular,4
Panjim,2026-01-15,21470,True,68,popular,5
Panjim,2026-02-20,1240,False,45,popular,1
Panjim,2026-02-20,2650,False,61,popular,2
Panjim,2026-02-20,4170,False,40,popular,3
Panjim,2026-02-20,7800,False,55,popular,4
Panjim,2026-02-20,15340,False,53,popular,5
Panjim,2026-03-25,1150,False,63,popular,1
Panjim,2026-03-25,2620,False,50,popular,2
Panjim,2026-03-25,4250,False,41,popular,3
Panjim,2026-03-25,7450,False,52,popular,4
Panjim,2026-03-25,16640,False,48,popular,5
Panjim,2026-04-04,1260,False,63,popular,1
Panjim,2026-04-04,2550,False,50,popular,2
Panjim,2026-04-04,4040,False,61,popular,3
Panjim,2026-04-04,7680,False,46,popular,4
Panjim,2026-04-04,16790,False,44,popular,5
Panjim,2026-05-09,1150,False,56,popular,1
Panjim,2026-05-09,2460,False,61,popular,2
Panjim,2026-05-09,4020,False,54,popular,3
Panjim,2026-05-09,7870,False,42,popular,4
Panjim,2026-05-09,15920,False,55,popular,5
Panjim,2026-06-14,1190,False,61,popular,1
Panjim,2026-06-14,2430,False,52,popular,2
Panjim,2026-06-14,4130,False,58,popular,3
Panjim,2026-06-14,7480,False,55,popular,4
Panjim,2026-06-14,16950,False,54,popular,5
Panjim,2026-07-19,1220,False,63,popular,1
Panjim,2026-07-19,2420,False,61,popular,2
Panjim,2026-07-19,4210,False,53,popular,3
Panjim,2026-07-19,7700,False,49,popular,4
Panjim,2026-07-19,16570,False,59,popular,5
Panjim,2026-08-24,1140,False,49,popular,1
Panjim,2026-08-24,2450,False,49,popular,2
Panjim,2026-08-24,4100,False,59,popular,3
Panjim,2026-08-24,7600,False,41,popular,4
Panjim,2026-08-24,15620,False,61,popular,5
Panjim,2026-09-03,1180,False,47,popular,1
Panjim,2026-09-03,2480,False,56,popular,2
Panjim,2026-09-03,4370,False,60,popular,3
Panjim,2026-09-03,7250,False,58,popular,4
Panjim,2026-09-03,16130,False,41,popular,5
Panjim,2026-10-08,1150,False,40,popular,1
Panjim,2026-10-08,2460,False,54,popular,2
Panjim,2026-10-08,4120,False,54,popular,3
Panjim,2026-10-08,7370,False,62,popular,4
Panjim,2026-10-08,15350,False,39,popular,5
Panjim,2026-11-13,1250,False,58,popular,1
Panjim,2026-11-13,2610,False,57,popular,2
Panjim,2026-11-13,4160,False,49,popular,3
Panjim,2026-11-13,7210,False,48,popular,4
Panjim,2026-11-13,16290,False,53,popular,5
Panjim,2026-12-18,1200,False,41,popular,1
Panjim,2026-12-18,2370,False,62,popular,2
Panjim,2026-12-18,4280,False,40,popular,3
Panjim,2026-12-18,7430,False,39,popular,4
Panjim,2026-12-18,16000,False,55,popular,5
Jaipur,2026-01-01,1090,False,55,popular,1
Jaipur,2026-01-01,2090,False,50,popular,2
Jaipur,2026-01-01,3970,False,43,popular,3
Jaipur,2026-01-01,7420,False,45,popular,4
Jaipur,2026-01-01,23470,False,52,popular,5
Jaipur,2026-02-06,1070,False,50,popular,1
Jaipur,2026-02-06,2170,False,63,popular,2
Jaipur,2026-02-06,4180,False,42,popular,3
Jaipur,2026-02-06,7630,False,48,popular,4
Jaipur,2026-02-06,24570,False,50,popular,5
Jaipur,2026-03-11,1150,False,46,popular,1
Jaipur,2026-03-11,2280,False,45,popular,2
Jaipur,2026-03-11,4180,False,38,popular,3
Jaipur,2026-03-11,7760,False,50,popular,4
Jaipur,2026-03-11,23250,False,50,popular,5
Jaipur,2026-04-16,1140,False,60,popular,1
Jaipur,2026-04-16,2260,False,54,popular,2
Jaipur,2026-04-16,3940,False,39,popular,3
Jaipur,2026-04-16,7350,False,57,popular,4
Jaipur,2026-04-16,23370,False,54,popular,5
Jaipur,2026-05-21,1110,False,51,popular,1
Jaipur,2026-05-21,2100,False,59,popular,2
Jaipur,2026-05-21,3800,False,46,popular,3
Jaipur,2026-05-21,7470,False,58,popular,4
Jaipur,2026-05-21,24170,False,63,popular,5
Jaipur,2026-06-26,1040,False,63,popular,1
Jaipur,2026-06-26,2260,False,45,popular,2
Jaipur,2026-06-26,3950,False,47,popular,3
Jaipur,2026-06-26,7730,False,54,popular,4
Jaipur,2026-06-26,22730,False,38,popular,5
Jaipur,2026-07-05,1100,False,39,popular,1
Jaipur,2026-07-05,2300,False,40,popular,2
Jaipur,2026-07-05,3890,False,52,popular,3
Jaipur,2026-07-05,7990,False,41,popular,4
Jaipur,2026-07-05,25390,False,60,popular,5
Jaipur,2026-08-10,1080,False,53,popular,1
Jaipur,2026-08-10,2230,False,62,popular,2
Jaipur,2026-08-10,3870,False,53,popular,3
Jaipur,2026-08-10,7590,False,55,popular,4
Jaipur,2026-08-10,24560,False,50,popular,5
Jaipur,2026-09-15,1080,False,56,popular,1
Jaipur,2026-09-15,2310,False,51,popular,2
Jaipur,2026-09-15,3980,False,49,popular,3
Jaipur,2026-09-15,8200,False,60,popular,4
Jaipur,2026-09-15,22580,False,62,popular,5
Jaipur,2026-10-20,1080,False,61,popular,1
Jaipur,2026-10-20,2330,False,46,popular,2
Jaipur,2026-10-20,3970,False,42,popular,3
Jaipur,2026-10-20,7870,False,62,popular,4
Jaipur,2026-10-20,22770,False,53,popular,5
Jaipur,2026-11-25,1370,True,85,popular,1
Jaipur,2026-11-25,2970,True,78,popular,2
Jaipur,2026-11-25,4900,True,67,popular,3
Jaipur,2026-11-25,9920,True,81,popular,4
Jaipur,2026-11-25,30880,True,62,popular,5
Jaipur,2026-12-04,1100,False,42,popular,1
Jaipur,2026-12-04,2080,False,45,popular,2
Jaipur,2026-12-04,4140,False,48,popular,3
Jaipur,2026-12-04,7900,False,59,popular,4
Jaipur,2026-12-04,22750,False,46,popular,5
Udaipur,2026-01-08,1330,False,53,popular,1
Udaipur,2026-01-08,2590,False,59,popular,2
Udaipur,2026-01-08,5030,False,50,popular,3
Udaipur,2026-01-08,9040,False,46,popular,4
Udaipur,2026-01-08,31530,False,41,popular,5
Udaipur,2026-02-13,1360,False,57,popular,1
Udaipur,2026-02-13,2470,False,63,popular,2
Udaipur,2026-02-13,4610,False,63,popular,3
Udaipur,2026-02-13,8690,False,52,popular,4
Udaipur,2026-02-13,31110,False,63,popular,5
Udaipur,2026-03-18,1250,False,62,popular,1
Udaipur,2026-03-18,2660,False,40,popular,2
Udaipur,2026-03-18,4980,False,38,popular,3
Udaipur,2026-03-18,8710,False,46,popular,4
Udaipur,2026-03-18,33840,False,53,popular,5
Udaipur,2026-04-23,1280,False,55,popular,1
Udaipur,2026-04-23,2510,False,46,popular,2
Udaipur,2026-04-23,4800,False,39,popular,3
Udaipur,2026-04-23,8790,False,48,popular,4
Udaipur,2026-04-23,32470,False,54,popular,5
Udaipur,2026-05-02,1360,False,55,popular,1
Udaipur,2026-05-02,2560,False,46,popular,2
Udaipur,2026-05-02,4800,False,45,popular,3
Udaipur,2026-05-02,9560,False,63,popular,4
Udaipur,2026-05-02,31150,False,38,popular,5
Udaipur,2026-06-07,1320,False,61,popular,1
Udaipur,2026-06-07,2530,False,54,popular,2
Udaipur,2026-06-07,4810,False,51,popular,3
Udaipur,2026-06-07,9200,False,63,popular,4
Udaipur,2026-06-07,33270,False,54,popular,5
Udaipur,2026-07-12,1250,False,46,popular,1
Udaipur,2026-07-12,2470,False,54,popular,2
Udaipur,2026-07-12,4750,False,59,popular,3
Udaipur,2026-07-12,9670,False,40,popular,4
Udaipur,2026-07-12,32120,False,57,popular,5
Udaipur,2026-08-17,1340,False,52,popular,1
Udaipur,2026-08-17,2470,False,43,popular,2
Udaipur,2026-08-17,4660,False,54,popular,3
Udaipur,2026-08-17,9590,False,45,popular,4
Udaipur,2026-08-17,32140,False,59,popular,5
Udaipur,2026-09-22,1270,False,57,popular,1
Udaipur,2026-09-22,2450,False,59,popular,2
Udaipur,2026-09-22,5060,False,53,popular,3
Udaipur,2026-09-22,9710,False,61,popular,4
Udaipur,2026-09-22,32510,False,61,popular,5
Udaipur,2026-10-01,1230,False,56,popular,1
Udaipur,2026-10-01,2460,False,48,popular,2
Udaipur,2026-10-01,4670,False,50,popular,3
Udaipur,2026-10-01,8760,False,39,popular,4
Udaipur,2026-10-01,31540,False,54,popular,5
Udaipur,2026-11-06,1340,False,40,popular,1
Udaipur,2026-11-06,2620,False,42,popular,2
Udaipur,2026-11-06,4630,False,47,popular,3
Udaipur,2026-11-06,8980,False,40,popular,4
Udaipur,2026-11-06,31140,False,55,popular,5
Udaipur,2026-12-11,1280,False,58,popular,1
Udaipur,2026-12-11,2630,False,48,popular,2
Udaipur,2026-12-11,5160,False,61,popular,3
Udaipur,2026-12-11,9360,False,63,popular,4
Udaipur,2026-12-11,31200,False,50,popular,5
Jodhpur,2026-01-10,980,False,46,popular,1
Jodhpur,2026-01-10,2110,False,49,popular,2
Jodhpur,2026-01-10,3760,False,40,popular,3
Jodhpur,2026-01-10,6860,False,55,popular,4
Jodhpur,2026-01-10,19090,False,46,popular,5
Jodhpur,2026-02-15,1000,False,52,popular,1
Jodhpur,2026-02-15,2220,False,59,popular,2
Jodhpur,2026-02-15,3940,False,44,popular,3
Jodhpur,2026-02-15,7540,False,55,popular,4
Jodhpur,2026-02-15,20090,False,43,popular,5
Jodhpur,2026-03-20,960,False,50,popular,1
Jodhpur,2026-03-20,2090,False,49,popular,2
Jodhpur,2026-03-20,3800,False,46,popular,3
Jodhpur,2026-03-20,7320,False,49,popular,4
Jodhpur,2026-03-20,19670,False,57,popular,5
Jodhpur,2026-04-25,940,False,45,popular,1
Jodhpur,2026-04-25,2150,False,53,popular,2
Jodhpur,2026-04-25,3960,False,58,popular,3
Jodhpur,2026-04-25,7410,False,41,popular,4
Jodhpur,2026-04-25,18600,False,46,popular,5
Jodhpur,2026-05-04,1010,False,63,popular,1
Jodhpur,2026-05-04,2030,False,43,popular,2
Jodhpur,2026-05-04,3790,False,55,popular,3
Jodhpur,2026-05-04,7300,False,46,popular,4
Jodhpur,2026-05-04,19050,False,60,popular,5
Jodhpur,2026-06-09,1010,False,57,popular,1
Jodhpur,2026-06-09,2040,False,51,popular,2
Jodhpur,2026-06-09,3720,False,47,popular,3
Jodhpur,2026-06-09,7060,False,52,popular,4
Jodhpur,2026-06-09,19970,False,63,popular,5
Jodhpur,2026-07-14,950,False,52,popular,1
Jodhpur,2026-07-14,1990,False,43,popular,2
Jodhpur,2026-07-14,3650,False,50,popular,3
Jodhpur,2026-07-14,7190,False,61,popular,4
Jodhpur,2026-07-14,19450,False,48,popular,5
Jodhpur,2026-08-19,970,False,57,popular,1
Jodhpur,2026-08-19,2210,False,46,popular,2
Jodhpur,2026-08-19,3620,False,55,popular,3
Jodhpur,2026-08-19,7320,False,47,popular,4
Jodhpur,2026-08-19,18960,False,61,popular,5
Jodhpur,2026-09-24,1050,False,52,popular,1
Jodhpur,2026-09-24,2210,False,61,popular,2
Jodhpur,2026-09-24,3990,False,50,popular,3
Jodhpur,2026-09-24,7530,False,43,popular,4
Jodhpur,2026-09-24,19020,False,49,popular,5
Jodhpur,2026-10-03,990,False,43,popular,1
Jodhpur,2026-10-03,2160,False,54,popular,2
Jodhpur,2026-10-03,3710,False,45,popular,3
Jodhpur,2026-10-03,7610,False,51,popular,4
Jodhpur,2026-10-03,19870,False,60,popular,5
Jodhpur,2026-11-08,1040,False,59,popular,1
Jodhpur,2026-11-08,2130,False,45,popular,2
Jodhpur,2026-11-08,3600,False,58,popular,3
Jodhpur,2026-11-08,7570,False,40,popular,4
Jodhpur,2026-11-08,19390,False,60,popular,5
Jodhpur,2026-12-13,1020,False,61,popular,1
Jodhpur,2026-12-13,2160,False,47,popular,2
Jodhpur,2026-12-13,3840,False,50,popular,3
Jodhpur,2026-12-13,7130,False,51,popular,4
Jodhpur,2026-12-13,18700,False,62,popular,5
Jaisalmer,2026-01-16,910,False,39,popular,1
Jaisalmer,2026-01-16,1840,False,48,popular,2
Jaisalmer,2026-01-16,3230,False,56,popular,3
Jaisalmer,2026-01-16,6690,False,51,popular,4
Jaisalmer,2026-01-16,17480,False,47,popular,5
Jaisalmer,2026-02-21,890,False,60,popular,1
Jaisalmer,2026-02-21,1720,False,46,popular,2
Jaisalmer,2026-02-21,3310,False,39,popular,3
Jaisalmer,2026-02-21,6770,False,39,popular,4
Jaisalmer,2026-02-21,17730,False,58,popular,5
Jaisalmer,2026-03-26,900,False,50,popular,1
Jaisalmer,2026-03-26,1910,False,57,popular,2
Jaisalmer,2026-03-26,3250,False,46,popular,3
Jaisalmer,2026-03-26,6690,False,41,popular,4
Jaisalmer,2026-03-26,18130,False,51,popular,5
Jaisalmer,2026-04-05,940,False,63,popular,1
Jaisalmer,2026-04-05,1810,False,47,popular,2
Jaisalmer,2026-04-05,3460,False,45,popular,3
Jaisalmer,2026-04-05,6710,False,55,popular,4
Jaisalmer,2026-04-05,17030,False,38,popular,5
Jaisalmer,2026-05-10,860,False,52,popular,1
Jaisalmer,2026-05-10,1750,False,41,popular,2
Jaisalmer,2026-05-10,3470,False,45,popular,3
Jaisalmer,2026-05-10,6820,False,57,popular,4
Jaisalmer,2026-05-10,19070,False,53,popular,5
Jaisalmer,2026-06-15,940,False,50,popular,1
Jaisalmer,2026-06-15,1730,False,62,popular,2
Jaisalmer,2026-06-15,3320,False,51,popular,3
Jaisalmer,2026-06-15,6920,False,45,popular,4
Jaisalmer,2026-06-15,17410,False,61,popular,5
Jaisalmer,2026-07-20,910,False,61,popular,1
Jaisalmer,2026-07-20,1720,False,63,popular,2
Jaisalmer,2026-07-20,3250,False,43,popular,3
Jaisalmer,2026-07-20,6640,False,44,popular,4
Jaisalmer,2026-07-20,18970,False,62,popular,5
Jaisalmer,2026-08-25,1100,True,75,popular,1
Jaisalmer,2026-08-25,2280,True,76,popular,2
Jaisalmer,2026-08-25,4190,True,79,popular,3
Jaisalmer,2026-08-25,8780,True,86,popular,4
Jaisalmer,2026-08-25,20100,True,69,popular,5
Jaisalmer,2026-09-04,920,False,47,popular,1
Jaisalmer,2026-09-04,1800,False,40,popular,2
Jaisalmer,2026-09-04,3490,False,54,popular,3
Jaisalmer,2026-09-04,6650,False,50,popular,4
Jaisalmer,2026-09-04,17440,False,55,popular,5
Jaisalmer,2026-10-09,860,False,59,popular,1
Jaisalmer,2026-10-09,1840,False,45,popular,2
Jaisalmer,2026-10-09,3320,False,51,popular,3
Jaisalmer,2026-10-09,7110,False,44,popular,4
Jaisalmer,2026-10-09,18610,False,53,popular,5
Jaisalmer,2026-11-14,1130,True,84,popular,1
Jaisalmer,2026-11-14,2210,True,87,popular,2
Jaisalmer,2026-11-14,4600,True,79,popular,3
Jaisalmer,2026-11-14,9110,True,81,popular,4
Jaisalmer,2026-11-14,22830,True,79,popular,5
Jaisalmer,2026-12-19,900,False,45,popular,1
Jaisalmer,2026-12-19,1760,False,46,popular,2
Jaisalmer,2026-12-19,3380,False,44,popular,3
Jaisalmer,2026-12-19,6480,False,46,popular,4
Jaisalmer,2026-12-19,19020,False,58,popular,5
Pushkar,2026-01-12,830,False,39,popular,1
Pushkar,2026-01-12,1780,False,52,popular,2
Pushkar,2026-01-12,3240,False,52,popular,3
Pushkar,2026-01-12,5530,False,46,popular,4
Pushkar,2026-01-12,13450,False,50,popular,5
Pushkar,2026-02-17,870,False,61,popular,1
Pushkar,2026-02-17,1730,False,57,popular,2
Pushkar,2026-02-17,3260,False,46,popular,3
Pushkar,2026-02-17,5580,False,41,popular,4
Pushkar,2026-02-17,13510,False,44,popular,5
Pushkar,2026-03-22,870,False,50,popular,1
Pushkar,2026-03-22,1730,False,38,popular,2
Pushkar,2026-03-22,3200,False,50,popular,3
Pushkar,2026-03-22,5460,False,46,popular,4
Pushkar,2026-03-22,13930,False,50,popular,5
Pushkar,2026-04-01,870,False,38,popular,1
Pushkar,2026-04-01,1840,False,42,popular,2
Pushkar,2026-04-01,3130,False,59,popular,3
Pushkar,2026-04-01,5850,False,44,popular,4
Pushkar,2026-04-01,14330,False,56,popular,5
Pushkar,2026-05-06,830,False,47,popular,1
Pushkar,2026-05-06,1830,False,49,popular,2
Pushkar,2026-05-06,3330,False,57,popular,3
Pushkar,2026-05-06,5650,False,59,popular,4
Pushkar,2026-05-06,14010,False,44,popular,5
Pushkar,2026-06-11,890,False,59,popular,1
Pushkar,2026-06-11,1880,False,53,popular,2
Pushkar,2026-06-11,3370,False,53,popular,3
Pushkar,2026-06-11,5520,False,55,popular,4
Pushkar,2026-06-11,13480,False,46,popular,5
Pushkar,2026-07-16,820,False,56,popular,1
Pushkar,2026-07-16,1740,False,62,popular,2
Pushkar,2026-07-16,3380,False,53,popular,3
Pushkar,2026-07-16,5640,False,40,popular,4
Pushkar,2026-07-16,13550,False,39,popular,5
Pushkar,2026-08-21,850,False,61,popular,1
Pushkar,2026-08-21,1840,False,49,popular,2
Pushkar,2026-08-21,3080,False,61,popular,3
Pushkar,2026-08-21,6060,False,63,popular,4
Pushkar,2026-08-21,13370,False,38,popular,5
Pushkar,2026-09-26,890,False,62,popular,1
Pushkar,2026-09-26,1850,False,40,popular,2
Pushkar,2026-09-26,3200,False,45,popular,3
Pushkar,2026-09-26,5670,False,42,popular,4
Pushkar,2026-09-26,13810,False,58,popular,5
Pushkar,2026-10-05,810,False,54,popular,1
Pushkar,2026-10-05,1890,False,47,popular,2
Pushkar,2026-10-05,3360,False,52,popular,3
Pushkar,2026-10-05,5520,False,50,popular,4
Pushkar,2026-10-05,13770,False,38,popular,5
Pushkar,2026-11-10,890,False,50,popular,1
Pushkar,2026-11-10,1890,False,55,popular,2
Pushkar,2026-11-10,3340,False,51,popular,3
Pushkar,2026-11-10,5920,False,51,popular,4
Pushkar,2026-11-10,14580,False,57,popular,5
Pushkar,2026-12-15,1090,True,74,popular,1
Pushkar,2026-12-15,2180,True,80,popular,2
Pushkar,2026-12-15,3830,True,77,popular,3
Pushkar,2026-12-15,6750,True,77,popular,4
Pushkar,2026-12-15,16560,True,69,popular,5
Munnar,2026-01-07,850,False,53,popular,1
Munnar,2026-01-07,1870,False,41,popular,2
Munnar,2026-01-07,3210,False,39,popular,3
Munnar,2026-01-07,5590,False,47,popular,4
Munnar,2026-01-07,13920,False,39,popular,5
Munnar,2026-02-12,860,False,57,popular,1
Munnar,2026-02-12,1760,False,57,popular,2
Munnar,2026-02-12,3280,False,49,popular,3
Munnar,2026-02-12,5800,False,41,popular,4
Munnar,2026-02-12,13530,False,52,popular,5
Munnar,2026-03-17,800,False,49,popular,1
Munnar,2026-03-17,1740,False,43,popular,2
Munnar,2026-03-17,3110,False,60,popular,3
Munnar,2026-03-17,5780,False,49,popular,4
Munnar,2026-03-17,13740,False,62,popular,5
